Name,Auto,Heating,Concentration,Batch,Sample,Trial,Thickness,Elastic Modulus,Yield Strength,Creep Strain,Plateau Slope,Densification Slope,Changepoint,Fit,Average Standard Deviation
Auto_heating_12_8_1_4,True,True,11.63,8,1,4,116.0,60.79066435597131,23.624231515198822,,55.936158132270606,1539.5338377186972,0.5910028426187779,True,54.123007154527585
Auto_heating_17_8_1_1,True,True,17.0,8,1,1,103.0,163.64191767695144,13.761881160077436,,71.0609733528643,872.142447820588,0.5877534699298873,True,48.05883167952536
Auto_heating_17_8_1_2,True,True,17.0,8,1,2,104.0,168.53796453336633,13.69639660676468,,72.29335650037291,898.7780306840737,0.5921466272962752,True,48.05883167952536
Auto_heating_17_8_1_3,True,True,17.0,8,1,3,107.0,175.72237755673893,14.517170371682212,,74.7501516366539,873.8736723725998,0.5896272816011288,True,48.05883167952536
Auto_heating_17_8_1_4,True,True,17.0,8,1,4,109.0,180.39065887803568,14.773225020773754,,75.73108826414708,933.6246825326351,0.5928826213699848,True,48.05883167952536
Auto_heating_13_9_1_1,True,True,13.0,9,1,1,112.0,67.23160851683079,8.731278180200274,,20.562968594531654,1527.9631884733458,0.9122316783172352,True,54.588440935751684
Auto_heating_13_9_1_2,True,True,13.0,9,1,2,121.0,70.99403785970269,14.792219161243088,,19.521526716744386,1589.3892608648998,0.8112102935869936,True,54.588440935751684
Auto_heating_13_9_1_3,True,True,13.0,9,1,3,125.0,53.784658406617474,23.77709039116204,,12.507495026542326,1534.2077114476317,0.7294806339507705,True,54.588440935751684
Auto_heating_13_9_1_4,True,True,13.0,9,1,4,137.0,69.93847153384932,18.06914270910718,,35.87258701795356,1470.8062710177985,0.673220904927766,True,54.588440935751684
Auto_heating_17_10_1_2,True,True,17.0,10,1,2,123.8504,271.2847107246107,17.05616111751187,,241.4714476977665,471.7887130658446,0.5531604791816099,False,40.85401033182774
Auto_heating_17_10_1_3,True,True,17.0,10,1,3,126.16179999999999,300.08693241018767,17.060942742162066,,256.0274439479886,721.6997733940633,0.45611702825350303,False,40.85401033182774
Auto_heating_17_10_1_4,True,True,17.0,10,1,4,126.36500000000001,279.97080044979646,22.489587544102314,,251.0905135151228,853.2052337152461,0.4216076910296407,False,40.85401033182774
Auto_heating_17_10_1_5,True,True,17.0,10,1,5,118.92280000000001,248.85795118850527,19.48890743457197,,215.4508099337238,771.7968451862748,0.6953321958251056,False,40.85401033182774
Auto_heating_17_10_1_7,True,True,17.0,10,1,7,124.07899999999998,253.26577304346807,47.215762426752114,,145.01334132900027,720.6503088819439,0.4214346615061151,False,40.85401033182774
Auto_Noheating_10_11_1_1,True,False,10.0,11,1,1,97.6884,23.98587074515534,1.9797220138419447,,20.975159596122435,1403.3464507765123,0.7886806502293503,True,59.79727725688352
Auto_Noheating_10_11_1_2,True,False,10.0,11,1,2,94.1832,26.973052946217045,2.0788726302948897,,19.377442829406743,1434.7375147825803,0.789092308684426,True,59.79727725688352
Auto_Noheating_10_11_1_3,True,False,10.0,11,1,3,97.6884,33.903674921717844,2.511606122489337,,19.02764492731994,1508.7913902817427,0.7961437709120859,True,59.79727725688352
Auto_Noheating_10_11_1_4,True,False,10.0,11,1,4,94.2848,27.480934170527217,2.325475673091086,,18.668868893914727,1370.6667440473675,0.847752411847577,True,59.79727725688352
Auto_Noheating_12_11_1_1,True,False,12.0,11,1,1,106.7816,43.46475514136036,2.644784765245441,,28.786000909105674,1383.9754126503246,0.6904124734491159,True,58.78125532046604
Auto_Noheating_12_11_1_3,True,False,12.0,11,1,3,100.8634,41.28327740792854,3.022057149760493,,27.338850938078718,1279.0733023937212,0.739523177058638,True,58.78125532046604
Auto_Noheating_12_11_1_4,True,False,12.0,11,1,4,100.965,43.4606885601613,2.834742542256346,,28.263864769070217,1235.1043917085915,0.7423113022836457,True,58.78125532046604
Auto_Noheating_14_11_1_1,True,False,14.0,11,1,1,105.35919999999999,87.71906421770035,8.36390176229896,,44.137103760277796,991.1629721124312,0.6450972871458248,True,53.992090232168906
Auto_Noheating_14_11_1_2,True,False,14.0,11,1,2,108.3056,84.1946225803352,8.282992766023881,,42.051710652934425,988.7112949942461,0.6510863773974379,True,53.992090232168906
Auto_Noheating_14_11_1_3,True,False,14.0,11,1,3,112.0394,85.2091230411966,8.10910385597655,,43.36125641358339,962.9721124557236,0.6568397554324766,True,53.992090232168906
Auto_Noheating_14_11_1_4,True,False,14.0,11,1,4,110.15979999999999,96.78388043494657,9.245949301013404,,45.44235069746232,961.3516329733284,0.6523351395778307,True,53.992090232168906
Auto_Noheating_16_11_1_1,True,False,16.0,11,1,1,109.52479999999998,158.3414244500543,13.63776965038194,,60.10005921547322,956.865088339457,0.5697037979175846,True,49.90479770430544
Auto_Noheating_16_11_1_2,True,False,16.0,11,1,2,111.15039999999998,162.36080884634376,13.22932086297964,,61.24767284413725,1016.2808616614586,0.5769592334230206,True,49.90479770430544
Auto_Noheating_16_11_1_3,True,False,16.0,11,1,3,112.14099999999999,164.1077625914506,13.423246296026846,,60.89756423170914,1036.1778719980157,0.5919804763035306,True,49.90479770430544
Auto_Noheating_16_11_1_4,True,False,16.0,11,1,4,113.89359999999999,166.3027174240627,13.898202161304994,,60.29263387185574,996.3494653885671,0.5937822919786327,True,49.90479770430544
Auto_Noheating_10_13_1_1,True,False,10.0,13,1,1,109.29620000000001,106.8193434000782,14.184019598673794,,57.60742311262184,1416.7022964414057,1.0362101555227878,True,51.491985123312226
Auto_Noheating_12_13_1_1,True,False,12.0,13,1,1,119.81179999999999,129.12112384361345,14.841640403153185,,99.44970579288308,1333.7237024186854,1.0044591615446485,True,50.25878882199599
Auto_Noheating_12_13_1_3,True,False,12.0,13,1,3,112.69979999999998,146.2269583974483,18.75833702169852,,102.1687392579608,1158.1042150735893,1.024965938245521,True,50.25878882199599
Auto_Noheating_12_13_1_4,True,False,12.0,13,1,4,112.14099999999999,149.01331509464197,16.07254296584634,,115.77175004703619,793.671751169922,0.9848291545630267,True,50.25878882199599
Auto_Noheating_10_14_1_1,True,False,10.0,14,1,1,112.69979999999998,13.210881095017594,1.4109468818330844,,102.29463016282408,1492.1663698945608,0.969630466916248,False,52.277640467682815
Auto_Noheating_10_14_1_2,True,False,10.0,14,1,2,122.6566,75.31594666121028,48.98047195815581,,90.92726020776598,1420.2933065826142,0.764911452499536,True,52.277640467682815
Auto_Noheating_10_14_1_3,True,False,10.0,14,1,3,125.8316,105.87054851035043,37.86521554346152,,73.0634209124148,1416.3701934856279,0.6054241538152364,True,52.277640467682815
Auto_Noheating_10_14_1_4,True,False,10.0,14,1,4,120.904,104.89367610675068,34.364794088539504,,71.75471838848067,1541.534384336125,0.5333817738832246,True,52.277640467682815
Auto_Noheating_12_14_1_1,True,False,12.0,14,1,1,111.7092,151.45214963436698,17.64054426212946,,122.62509881570072,877.734047465169,0.8841593988044716,False,46.72610490126114
Auto_Noheating_12_14_1_2,True,False,12.0,14,1,2,117.95759999999999,148.60498231478118,86.01186724695756,,123.1396560949313,455.864561179156,0.6158432103137577,True,46.72610490126114
Auto_Noheating_12_14_1_4,True,False,12.0,14,1,4,121.43739999999998,156.94168253633885,51.14609532797445,,89.52240592960665,1455.1026721437672,0.4947014258450476,True,46.72610490126114
Auto_Noheating_12_14_1_5,True,False,12.0,14,1,5,120.80239999999999,131.00139734183685,58.566929594401,,237.07416156988717,899.5119981701752,0.45075215622908515,False,46.72610490126114
Auto_Noheating_14_14_1_1,True,False,14.0,14,1,1,119.6848,192.85919656585244,20.60745264975505,,139.25947030098365,891.6847498058943,0.9678581224786458,True,42.64673056891623
Auto_Noheating_14_14_1_3,True,False,14.0,14,1,3,126.16179999999999,210.5330636661614,18.783575831609696,,188.00101462807845,166.6396094522706,0.46905286474946223,False,42.64673056891623
Auto_Noheating_14_14_1_4,True,False,14.0,14,1,4,124.3076,217.88705031329147,24.939770219037893,,170.1612791666032,439.22880623795095,0.46450259707286384,False,42.64673056891623
Auto_Noheating_16_14_1_3,True,False,16.0,14,1,3,113.00459999999998,232.24998849692724,21.84263101040219,,176.75993506688687,865.9610671116598,0.7951125838256637,True,43.611965710725315
Auto_Noheating_16_14_1_4,True,False,16.0,14,1,4,108.6358,208.77081487450602,17.630113437150516,,180.02475410651962,848.708263323614,0.7495843902630854,True,43.611965710725315
Auto_Noheating_17_15_1_1,True,False,17.0,15,1,1,116.5098,250.00244216021306,21.54245770666582,0.04796163069544357,218.68228352217557,866.382809783037,0.4621399749803947,False,47.83979613253038
Auto_Noheating_17_15_1_3,True,False,17.0,15,1,3,125.73,199.1387798615746,132.43090915811692,0.15232323232323242,68.26143835487012,-908.9765323776577,0.6534910223972539,False,47.83979613253038
Auto_Noheating_17_15_2_4,True,False,17.0,15,2,4,123.8504,242.41091008794928,21.97646801568376,0.07608695652173914,180.2769565310334,461.2758098362908,0.7777088491498731,False,49.61818841386517
Manual_Noheating_17_16_1_1,False,False,17.0,16,1,1,125.50139999999999,238.58495982186352,16.003710932412062,0.042703906091884125,141.48210890153118,883.8900918398128,0.5015809243572323,True,50.83237394998637
Manual_Noheating_17_16_1_2,False,False,17.0,16,1,2,124.07899999999998,255.96104833419233,16.88215022377839,0.03971340839303983,144.72882891892445,916.3691453059888,0.49670447399020806,False,50.83237394998637
Manual_Noheating_17_16_1_3,False,False,17.0,16,1,3,119.253,237.96229003000053,16.43433015689097,0.04046858359957395,137.83404039419517,790.3628345704395,0.49894271550131564,False,50.83237394998637
Manual_Noheating_17_16_1_4,False,False,17.0,16,1,4,119.4816,238.34317412532803,17.704983636824316,0.043154761904761973,131.71431291821386,774.6448436631078,0.5640671364808125,False,50.83237394998637
Manual_Noheating_17_16_2_1,False,False,17.0,16,2,1,125.17119999999998,255.04220735663353,17.73091273457156,0.044642857142856984,146.8933215643115,863.0449914318802,0.5162975229135238,True,50.82921163921717
Manual_Noheating_17_16_2_4,False,False,17.0,16,2,4,114.7572,212.40653745489993,15.181362351296753,0.054448871181938974,129.5863648681478,728.6738214692618,0.517761428233762,False,50.82921163921717
Manual_Noheating_10_17_1_1,False,False,10.0,17,1,1,132.7404,82.43100616038757,34.78241819254439,0.012246460007653948,9.819800808105324,1635.1661910337214,0.593893657430047,True,57.503526917919686
Manual_Noheating_10_17_1_2,False,False,10.0,17,1,2,133.83259999999999,83.03232703335205,39.85674764294497,0.010628202695008526,1.6482455743128064,1879.8141858739918,0.6572934179311241,True,57.503526917919686
Manual_Noheating_10_17_1_3,False,False,10.0,17,1,3,130.65759999999997,79.75923406397378,39.70999473229179,0.016912908242612712,-9.57999530618668,1375.3670188684168,0.7907572801450611,True,57.503526917919686
Manual_Noheating_10_17_2_1,False,False,10.0,17,2,1,125.50139999999999,74.18442731541175,40.13753847836537,0.014774337178708685,45.72463137331672,1735.3901846317278,0.6266151924176264,True,57.52979793069111
Manual_Noheating_10_17_2_2,False,False,10.0,17,2,2,123.74879999999997,65.62799080784873,43.11592677341371,0.014162561576354649,99.9189281285182,1661.3093718777618,0.7199832770618225,False,57.52979793069111
