Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.390000,0.044685,-354.913513,-0.008058,-0.003183,-0.080860,0.198770,0.010126,-0.808601,-354.913513,-0.079958,0.000000
0.400000,0.044685,-354.913513,-0.008067,-0.003178,-0.080730,0.198770,0.010126,-0.807301,-354.913513,-0.079802,0.000000
0.410000,0.038353,-354.957977,-0.008067,-0.003169,-0.080505,0.170603,0.008691,-0.805045,-354.957977,-0.079629,0.000000
0.420000,0.052132,-354.869019,-0.008058,-0.003160,-0.080253,0.231893,0.011813,-0.802530,-354.869019,-0.079473,0.000000
0.430000,0.040962,-354.957977,-0.008058,-0.003151,-0.080045,0.182209,0.009282,-0.800450,-354.957977,-0.079299,0.000000
0.440000,0.015266,-354.957977,-0.008054,-0.003145,-0.079889,0.067908,0.003459,-0.798889,-354.957977,-0.079126,0.000000
0.450000,0.033142,-354.913513,-0.008050,-0.003139,-0.079724,0.147423,0.007510,-0.797241,-354.913513,-0.078970,0.000000
0.460000,0.035370,-354.957977,-0.008054,-0.003131,-0.079516,0.157333,0.008015,-0.795159,-354.957977,-0.078796,0.000000
0.470000,0.034256,-355.002472,-0.008054,-0.003123,-0.079316,0.152378,0.007763,-0.793164,-355.002472,-0.078623,0.000000
0.480000,0.040962,-354.913513,-0.008058,-0.003116,-0.079152,0.182209,0.009282,-0.791518,-354.913513,-0.078467,0.000000
0.490000,0.033508,-354.957977,-0.008058,-0.003110,-0.079004,0.149052,0.007593,-0.790044,-354.957977,-0.078293,0.000000
0.500000,0.030533,-354.957977,-0.008050,-0.003105,-0.078874,0.135817,0.006919,-0.788742,-354.957977,-0.078137,0.000000
0.510000,0.012657,-355.002472,-0.008045,-0.003100,-0.078744,0.056302,0.002868,-0.787442,-355.002472,-0.077964,0.000000
0.520000,-0.000748,-354.957977,-0.008054,-0.003095,-0.078605,-0.003326,-0.000169,-0.786055,-354.957977,-0.077790,0.000000
0.530000,0.005585,-354.957977,-0.008054,-0.003089,-0.078458,0.024842,0.001266,-0.784580,-354.957977,-0.077634,0.000000
0.540000,0.020103,-354.957977,-0.008054,-0.003084,-0.078345,0.089425,0.004556,-0.783452,-354.957977,-0.077461,0.000000
0.550000,0.026436,-354.869019,-0.008063,-0.003081,-0.078259,0.117593,0.005990,-0.782586,-354.869019,-0.077305,0.000000
0.560000,0.014893,-354.913513,-0.008063,-0.003078,-0.078180,0.066245,0.003375,-0.781804,-354.913513,-0.077131,0.000000
0.570000,-0.001862,-354.869019,-0.008063,-0.003074,-0.078076,-0.008281,-0.000422,-0.780763,-354.869019,-0.076958,0.000000
0.580000,0.002602,-354.957977,-0.008045,-0.003068,-0.077929,0.011573,0.000590,-0.779289,-354.957977,-0.076802,0.000000
0.590000,0.019737,-355.046967,-0.008050,-0.003061,-0.077756,0.087796,0.004473,-0.777556,-355.046967,-0.076628,0.000000
0.600000,0.029045,-354.957977,-0.008063,-0.003054,-0.077573,0.129199,0.006582,-0.775733,-354.957977,-0.076472,0.000000
0.610000,0.027924,-354.957977,-0.008058,-0.003047,-0.077391,0.124210,0.006328,-0.773913,-354.957977,-0.076299,0.000000
0.620000,-0.010429,-354.957977,-0.008080,-0.003040,-0.077218,-0.046392,-0.002363,-0.772177,-354.957977,-0.076125,0.000000
0.630000,-0.072243,-354.957977,-0.007899,-0.003034,-0.077053,-0.321352,-0.016370,-0.770531,-354.957977,-0.075969,0.000000
0.640000,0.095695,-355.002472,-0.008127,-0.003026,-0.076871,0.425675,0.021685,-0.768708,-355.002472,-0.075796,0.000000
0.650000,0.197357,-354.913513,-0.008054,-0.003024,-0.076810,0.877889,0.044722,-0.768103,-354.913513,-0.075761,0.000000
0.660000,0.066284,-355.002472,-0.007938,-0.003027,-0.076897,0.294847,0.015020,-0.768970,-355.002472,-0.075761,0.000000
0.670000,-0.058090,-354.957977,-0.007920,-0.003030,-0.076958,-0.258398,-0.013163,-0.769577,-354.957977,-0.075761,0.000000
0.680000,-0.096443,-354.957977,-0.008110,-0.003031,-0.076992,-0.429001,-0.021854,-0.769923,-354.957977,-0.075761,0.000000
0.690000,-0.074104,-355.002472,-0.008024,-0.003031,-0.076992,-0.329632,-0.016792,-0.769923,-355.002472,-0.075761,0.000000
0.700000,0.072983,-354.913513,-0.008002,-0.003031,-0.076992,0.324644,0.016538,-0.769923,-354.913513,-0.076845,0.000000
0.710000,0.156021,-354.957977,-0.008037,-0.000000,-0.000000,0.694017,0.035355,-0.000000,-354.957977,0.000147,0.000000
0.720000,0.084900,-354.957977,-0.008080,-0.000000,-0.000000,0.377654,0.019239,-0.000000,-354.957977,0.000147,0.000000
0.730000,0.017876,-354.957977,-0.007946,-0.000000,-0.000000,0.079515,0.004051,-0.000000,-354.957977,0.000147,0.000000
0.740000,-0.014153,-355.046967,-0.007963,-0.000000,-0.000000,-0.062954,-0.003207,-0.000000,-355.046967,0.000147,0.000000
0.750000,-0.063309,-354.913513,-0.008002,-0.000000,-0.000000,-0.281611,-0.014346,-0.000000,-354.913513,0.000147,0.000000
0.760000,-0.024948,-355.002472,-0.008002,-0.000000,-0.000000,-0.110975,-0.005653,-0.000000,-355.002472,0.000147,0.000000
0.770000,0.082664,-354.957977,-0.007998,-0.000000,-0.000000,0.367710,0.018732,-0.000000,-354.957977,0.000147,0.000000
0.780000,0.106499,-354.957977,-0.007994,-0.000000,-0.000000,0.473730,0.024133,-0.000000,-354.957977,0.000147,0.000000
0.790000,0.067024,-355.002472,-0.008015,-0.000000,-0.000000,0.298139,0.015188,-0.000000,-355.002472,0.000147,0.000000
0.800000,0.023827,-354.913513,-0.008006,-0.000000,-0.000000,0.105986,0.005399,-0.000000,-354.913513,0.000147,0.000000
0.810000,-0.033142,-354.913513,-0.008015,-0.000000,-0.000000,-0.147423,-0.007510,-0.000000,-354.913513,0.000147,0.000000
0.820000,-0.022346,-354.957977,-0.008019,-0.000000,-0.000000,-0.099402,-0.005064,-0.000000,-354.957977,0.000147,0.000000
0.830000,0.021965,-355.002472,-0.008037,-0.000000,-0.000000,0.097705,0.004977,-0.000000,-355.002472,0.000147,0.000000
0.840000,0.026810,-354.957977,-0.008028,-0.000000,-0.000000,0.119255,0.006075,-0.000000,-354.957977,0.000147,0.000000
0.850000,0.059952,-355.002472,-0.008024,-0.000000,-0.000000,0.266679,0.013585,-0.000000,-355.002472,0.000147,0.000000
0.860000,0.073730,-355.002472,-0.008015,-0.000000,-0.000000,0.327969,0.016708,-0.000000,-355.002472,0.000147,0.000000
0.870000,0.036118,-355.002472,-0.008015,-0.000000,-0.000000,0.160659,0.008184,-0.000000,-355.002472,0.000147,0.000000
0.880000,0.016380,-355.046967,-0.008006,-0.000000,-0.000000,0.072863,0.003712,-0.000000,-355.046967,0.000147,0.000000
0.890000,-0.008568,-355.046967,-0.008002,-0.000000,-0.000000,-0.038112,-0.001941,-0.000000,-355.046967,0.000147,0.000000
0.900000,-0.004845,-354.913513,-0.008011,-0.000000,-0.000000,-0.021550,-0.001098,-0.000000,-354.913513,0.000147,0.000000
0.910000,0.049522,-355.046967,-0.008015,-0.000000,-0.000000,0.220287,0.011222,-0.000000,-355.046967,0.000147,0.000000
0.920000,0.062927,-354.957977,-0.008006,-0.000000,-0.000000,0.279914,0.014260,-0.000000,-354.957977,0.000147,0.000000
0.930000,0.041702,-355.002472,-0.008015,-0.000000,-0.000000,0.185501,0.009450,-0.000000,-355.002472,0.000147,0.000000
0.940000,0.018242,-355.002472,-0.008011,-0.000000,-0.000000,0.081144,0.004134,-0.000000,-355.002472,0.000147,0.000000
0.950000,0.010422,-354.957977,-0.007998,-0.000000,-0.000000,0.046358,0.002362,-0.000000,-354.957977,0.000147,0.000000
0.960000,0.014893,-355.002472,-0.008019,-0.000000,-0.000000,0.066245,0.003375,-0.000000,-355.002472,0.000147,0.000000
0.970000,0.032768,-355.002472,-0.008028,-0.000000,-0.000000,0.145760,0.007425,-0.000000,-355.002472,0.000147,0.000000
0.980000,0.028297,-354.913513,-0.008002,-0.000000,-0.000000,0.125873,0.006412,-0.000000,-354.913513,0.000147,0.000000
0.990000,0.027924,-355.046967,-0.008002,-0.000000,-0.000000,0.124210,0.006328,-0.000000,-355.046967,0.000147,0.000000
1.000000,0.048035,-354.913513,-0.008006,-0.000000,-0.000000,0.213669,0.010885,-0.000000,-354.913513,0.000147,0.000000
1.010000,0.026062,-354.957977,-0.008011,-0.000000,-0.000000,0.115930,0.005906,-0.000000,-354.957977,0.000147,0.000000
1.020000,0.010422,-354.957977,-0.008011,-0.000000,-0.000000,0.046358,0.002362,-0.000000,-354.957977,0.000147,0.000000
1.030000,0.022339,-355.002472,-0.008011,-0.000000,-0.000000,0.099368,0.005062,-0.000000,-355.002472,0.000147,0.000000
1.040000,0.023460,-354.957977,-0.008011,-0.000000,-0.000000,0.104357,0.005316,-0.000000,-354.957977,0.000147,0.000000
1.050000,0.017128,-354.957977,-0.008024,-0.000000,-0.000000,0.076189,0.003881,-0.000000,-354.957977,0.000147,0.000000
1.060000,0.032394,-354.957977,-0.008002,-0.000000,-0.000000,0.144098,0.007341,-0.000000,-354.957977,0.000147,0.000000
1.070000,0.025322,-354.957977,-0.008002,-0.000000,-0.000000,0.112638,0.005738,-0.000000,-354.957977,0.000147,0.000000
1.080000,0.027557,-354.957977,-0.008006,-0.000000,-0.000000,0.122581,0.006245,-0.000000,-354.957977,0.000147,0.000000
1.090000,0.026062,-355.046967,-0.008002,-0.000000,-0.000000,0.115930,0.005906,-0.000000,-355.046967,0.000147,0.000000
1.100000,0.025688,-355.002472,-0.008002,-0.000000,-0.000000,0.114267,0.005821,-0.000000,-355.002472,0.000147,0.000000
1.110000,0.013405,-355.002472,-0.008011,-0.000000,-0.000000,0.059628,0.003038,-0.000000,-355.002472,0.000147,0.000000
1.120000,0.023460,-355.002472,-0.008011,-0.000000,-0.000000,0.104357,0.005316,-0.000000,-355.002472,0.000147,0.000000
1.130000,0.021599,-355.002472,-0.008011,-0.000000,-0.000000,0.096076,0.004894,-0.000000,-355.002472,0.000147,0.000000
1.140000,0.029419,-354.957977,-0.008006,-0.000000,-0.000000,0.130862,0.006666,-0.000000,-354.957977,0.000147,0.000000
1.150000,0.033508,-354.957977,-0.008015,-0.000000,-0.000000,0.149052,0.007593,-0.000000,-354.957977,0.000147,0.000000
1.160000,0.030159,-354.957977,-0.008006,-0.000000,-0.000000,0.134154,0.006834,-0.000000,-354.957977,0.000147,0.000000
1.170000,0.026810,-354.957977,-0.008019,-0.000000,-0.000000,0.119255,0.006075,-0.000000,-354.957977,0.000147,0.000000
1.180000,0.021965,-354.957977,-0.008002,-0.000000,-0.000000,0.097705,0.004977,-0.000000,-354.957977,0.000147,0.000000
1.190000,0.016006,-355.002472,-0.008019,-0.000000,-0.000000,0.071200,0.003627,-0.000000,-355.002472,0.000147,0.000000
1.200000,0.021599,-355.002472,-0.008002,-0.000000,-0.000000,0.096076,0.004894,-0.000000,-355.002472,0.000156,0.000000
1.210000,0.034256,-355.002472,-0.007998,-0.000000,-0.000000,0.152378,0.007763,-0.000000,-355.002472,0.000174,0.000000
1.220000,0.038353,-355.002472,-0.008019,-0.000000,-0.000000,0.170603,0.008691,-0.000000,-355.002472,0.000191,0.000000
1.230000,0.039467,-355.046967,-0.008011,-0.000000,-0.000000,0.175557,0.008943,-0.000000,-355.046967,0.000199,0.000000
1.240000,0.032394,-355.046967,-0.008011,-0.000000,-0.000000,0.144098,0.007341,-0.000000,-355.046967,0.000217,0.000000
1.250000,0.002602,-354.957977,-0.008015,-0.000000,-0.000000,0.011573,0.000590,-0.000000,-354.957977,0.000234,0.000000
1.260000,-0.035004,-355.002472,-0.008006,-0.000000,-0.000000,-0.155704,-0.007932,-0.000000,-355.002472,0.000252,0.000000
1.270000,0.008194,-354.957977,-0.008006,-0.000000,-0.000000,0.036449,0.001857,-0.000000,-354.957977,0.000269,0.000000
1.280000,0.032768,-355.002472,-0.007994,-0.000000,-0.000000,0.145760,0.007425,-0.000000,-355.002472,0.000286,0.000000
1.290000,0.002975,-355.002472,-0.008006,-0.000000,-0.000000,0.013236,0.000674,-0.000000,-355.002472,0.000304,0.000000
1.300000,0.011543,-355.002472,-0.008011,-0.000000,-0.000000,0.051347,0.002616,-0.000000,-355.002472,0.000321,0.000000
1.310000,0.018990,-355.046967,-0.008011,-0.000000,-0.000000,0.084470,0.004303,-0.000000,-355.046967,0.000338,0.000000
1.320000,0.029419,-355.046967,-0.008019,-0.000000,-0.000000,0.130862,0.006666,-0.000000,-355.046967,0.000356,0.000000
1.330000,0.039101,-355.002472,-0.008015,-0.000000,-0.000000,0.173928,0.008860,-0.000000,-355.002472,0.000373,0.000000
1.340000,0.046547,-355.002472,-0.008019,-0.000000,-0.000000,0.207051,0.010548,-0.000000,-355.002472,0.000390,0.000000
1.350000,0.062187,-355.002472,-0.008015,-0.000000,-0.000000,0.276622,0.014092,-0.000000,-355.002472,0.000408,0.000000
1.360000,0.053993,-355.046967,-0.008006,-0.000000,-0.000000,0.240174,0.012235,-0.000000,-355.046967,0.000416,0.000000
1.370000,0.056969,-355.002472,-0.008011,-0.000000,-0.000000,0.253409,0.012909,-0.000000,-355.002472,0.000434,0.000000
1.380000,0.048782,-354.957977,-0.008006,-0.000000,-0.000000,0.216995,0.011054,-0.000000,-354.957977,0.000451,0.000000
1.390000,0.021225,-355.135925,-0.008015,-0.000000,-0.000000,0.094413,0.004810,-0.000000,-355.135925,0.000468,0.000000
1.400000,0.014145,-354.957977,-0.008015,-0.000000,-0.000000,0.062920,0.003205,-0.000000,-354.957977,0.000486,0.000000
1.410000,0.024574,-355.002472,-0.008011,-0.000000,-0.000000,0.109312,0.005569,-0.000000,-355.002472,0.000503,0.000000
